-112803,-3
99109,0
319461,-18
269540,-19
-279471,17
12548,9
316406,-17
160222,-17
-162640,-20
50164,-18
-202646,17
-33519,-3
-4623,9
-129613,2
-81122,14
-293344,8
310820,-19
299670,5
230042,2
-122830,12
-82647,-10
181906,-16
78730,10
-227756,-7
150402,-14
233197,2
-26798,5
-44813,6
-119334,-12
325394,-19
-6344,16
273701,-12
-177613,6
33687,7
-272297,8
-113587,9
48566,18
-182784,9
173925,12
-149147,4
41109,3
309489,-9
11711,14
96844,-1
273643,17
166227,1
36228,6
218502,10
-102221,-15
224057,0
-270188,12
-316814,-8
-280950,14
51228,13
-228473,-11
314056,19
282148,3
196287,-16
300048,-5
181516,-6
-224106,16
257749,15
270482,2
113440,-17
60786,-17
-269864,15
-20229,-19
325220,-4
179535,-16
-219473,15
4507,-13
-260156,-8
-143780,0
284206,-16
-307550,10
-310966,-6
139845,3
-97744,-10
-269269,-17
-305450,-13
-182949,-8
301725,12
71458,2
-248698,13
-44691,2
188229,1
107512,11
-236188,-1
129720,19
174903,18
261372,14
-90954,4
297564,10
-265062,-3
-180968,-9
-74880,-15
-84123,-11
99662,-10
25148,16
57078,-7
-148025,12
-279057,12
283244,0
-197595,-6
144648,4
72843,9
292948,-5
-313278,-16
322918,19
285568,2
-49106,16
-109852,9
243888,19
-44442,11
313225,4
-200479,-15
231687,8
36903,12
-322903,-11
-324126,7
280423,-8
-178166,-3
44030,-1
-43336,-5
-103451,-16
-117581,11
55436,14
-287990,18
-55423,6
-220074,6
124530,-19
66031,-6
275812,-9
85051,9
-292153,-7
14096,-6
60821,-7
-228764,2
147669,16
184947,6
17239,7
-24744,-18
-188907,11
228752,-15
-105964,-20
202145,-9
299050,-16
261897,12
-101013,-9
-204128,-3
257724,-9
8754,-3
199660,16
275956,7
324553,-4
43560,-10
-245569,-8
-54615,-5
-64688,-4
-254274,-11
301015,-17
133619,1
246655,-2
-79520,3
-191281,-7
-19000,-7
282799,8
57343,-14
253236,-2
278750,11
-267796,-20
-208723,-3
-106764,-13
-26098,-2
6938,2
47528,0
-295979,-10
-37393,14
296234,11
-107653,4
178554,-14
-51401,4
-167463,-2
-185891,-16
-22489,-6
204223,10
-200150,19
122435,-17
-25614,18
-90750,-12
225235,8
-43334,-3
136033,2
93638,-5
-257271,-17
-259224,-14
91117,9
-177489,12
-224012,-4
64892,-12
298447,-19
32209,3
306334,4
-296961,-1
91219,10
-132472,-17
-235646,-19
-305431,7
-177083,-6
-293411,-6
-74362,-18
847,-5
33513,15
-284925,15
-323519,18
-124284,16
104653,-8
179389,19
-233481,8
-327550,12
137498,-18
312410,-5
-313513,2
188856,5
95135,13
298408,11
314720,10
-275242,12
57892,-8
83112,0
-125564,-12
241301,-20
181047,16
205680,-4
163998,-13
-78891,8
-326376,19
7402,4
-145818,3
129761,8
-322144,14
313642,-14
167105,2
-306478,-1
-114145,-9
128888,-14
116600,19
-325746,-7
181599,-4
-120171,11
324861,9
281641,0
-215856,-18
120024,-9
65984,12
-215956,18
-311457,12
-42021,-2
-139966,-12
-168041,0
84177,4
-5683,13
-127564,5
-86988,-1
-173701,7
-43892,-14
94852,16
-45989,-17
287168,-1
-166893,18
222889,12
-289970,-20
-199127,5
-312064,-7
242138,-4
-219627,-19
114403,-16
85114,5
-203936,3
-77685,15
304300,13
163385,9
168457,10
191462,2
56011,3
33634,5
100490,-9
302344,6
-185203,-14
223137,-8
322694,16
21554,1
76678,-8
-193876,-4
291429,17
-294680,-6
317436,3
-205568,11
223206,7
151085,13
-105519,13
223525,2
-280003,4
148691,-15
-234339,-3
227053,-18
-103405,-18
-178857,2
-23846,9
-273670,6
-213739,7
129372,1
-161036,-14
251388,16
-140191,4
301530,-12
225241,7
1590,1
21569,5
116145,-8
123791,-9
-295417,-17
-190441,1
217003,-16
205655,19
323911,-6
296836,4
-43505,-17
-63206,-19
217517,11
-164837,12
206132,16
43268,-11
43796,-11
152824,-1
-95332,-17
-156955,-16
303450,-4
180422,6
207130,-10
54473,-7
-222237,-8
-29763,10
200204,-3
224298,3
-67327,-3
103813,14
-197755,-5
-168588,8
139772,-19
182386,9
218780,16
127034,7
-51189,-15
140674,-8
92335,-7
198313,-5
-2397,15
-176068,-18
150724,-1
-266285,-8
-54133,-13
-222479,-20
-304060,9
-7258,-17
291301,-11
-320857,-20
-98330,-12
-309059,9
-293931,-15
123390,-16
-78484,1
323595,0
107564,14
162481,-2
-163700,-1
96307,17
-97116,8
-95093,-19
-201336,9
70936,-10
219292,10
-40932,-6
-158790,-9
114351,2
98711,8
119632,10
276556,-8
262738,-2
-305752,5
-287073,2
-195537,15
-281600,-6
84432,-1
192218,12
-266229,-19
-213647,-10
198805,1
158160,-15
-274128,7
-68105,-11
232756,15
-120650,5
312398,-14
-216361,19
-33304,-12
-53902,17
-143917,-11
-101999,15
231280,0
210706,-12
-126894,-3
-71848,5
-101124,-16
192482,8
162914,-11
137963,17
-242176,-7
73914,-16
-215447,-4
318506,-12
310884,-14
-245727,-6
-125578,15
-263408,11
-120842,-6
-233912,16
-216221,9
97871,-2
-302399,8
199440,14
174115,17
-263020,-15
299464,12
-155627,10
-263875,-10
-217663,12
-35412,0
-701,-5
251954,-1
-227401,-1
-302818,-20
-150078,-1
242833,2
-61861,7
271355,9
279534,-6
-100058,-8
256390,-11
57525,-19
196543,19
-4800,-12
-161576,13
219927,17
-83481,-20
175604,1
-324921,-2
167628,17
246703,18
-310846,-5
206090,-18
-52896,-18
-280006,6
129344,-18
220408,11
-288557,5
291254,12
55267,-16
-113568,14
126571,15
91972,-8
2861,5
-267445,15
-18966,6
112314,1
79051,4
-118805,5
301622,8
80958,17
-29963,-5
-292242,3
265042,6
217087,16
88031,12
214428,-16
-62803,12
-241801,-15
292659,5
97755,-17
245475,19
71054,-11
314600,-7
-96045,-2
111130,-15
89190,10
104993,-16
-299554,9
-172334,13
-178913,10
-205404,-5
267648,11
305238,-5
75372,-18
-309141,9
-118117,-2
80584,-19
100189,7
39144,18
184506,10
218339,-5
86797,-1
294375,-9
-46342,12
-253178,-10
81356,3
-119834,-1
249956,3
-112669,-17
-204851,-17
13122,4
150347,-16
-191500,-17
292925,17
-283284,14
-312866,-6
-146010,-14
-264088,18
13841,-3
235696,-14
255946,-20
-148003,-10
110846,7
-216665,-15
-41230,-4
264311,11
22440,-2
-129428,-2
9627,12
-64630,9
923,13
-94202,13
-283376,5
-224419,-8
312695,-13
164881,18
83604,-15
291510,-5
310426,6
174050,-19
121496,15
-81145,17
196336,-3
257079,10
307840,13
-67124,3
-186223,6
179887,-12
280387,-10
211283,15
-318041,10
-151005,-4
-213286,-6
147159,18
25599,-3
299896,-14
-59484,-5
-236936,-10
165438,6
35321,-10
-214190,-11
-129927,-1
-9535,14
-144700,12
232816,19
145362,-6
-181950,15
71033,-15
65803,2
150913,-3
261249,10
107260,10
10390,18
168626,-17
-131845,17
-213080,9
-297241,1
-307397,12
936,-4
-126474,-5
-51709,-5
292172,15
12245,3
19368,10
322609,-11
-58303,15
3911,-13
-253670,15
312641,-5
-42362,2
241116,-5
111915,-9
-13438,-16
283187,-3
88777,14
97796,4
-260066,13
191446,7
221988,-10
-58834,-3
-16268,-2
-291796,8
-68783,11
293790,19
-178030,1
326524,-2
160038,9
-81926,1
-322216,19
-65521,-10
9248,7
-62283,-13
201177,12
82747,-17
-172824,-10
-160643,15
-264246,-16
-309294,13
-69060,-13
-162039,-11
-213618,10
-310370,3
92149,-9
227817,6
-213798,-20
-138387,-4
264238,-12
128810,-18
-269750,-20
19399,-7
37235,-1
296578,9
-79841,7
-149902,14
-96097,5
10906,12
-102439,13
66549,4
249715,-6
80773,-6
-107515,-12
123945,-19
-15622,11
-190340,8
108996,14
203325,5
-92766,6
-203005,1
-97663,-8
200961,17
-155510,-16
226132,16
-30531,3
298136,-10
-234656,-13
98089,-18
151349,1
41308,15
-219195,19
69761,-1
-258701,18
-132444,-8
188483,-17
-46982,16
120098,-15
235067,-17
-116189,5
130767,4
262563,-1
232677,15
125470,2
-35697,7
-187133,17
-237032,-15
-248535,19
78287,14
-282750,-2
153939,-11
185106,-18
261101,-17
100295,-19
17748,10
-227527,-14
204359,-8
28823,12
222686,14
97424,-16
44546,4
-83859,-5
-219073,12
-213086,9
-84713,8
-258733,-1
296001,1
-169279,9
208062,-5
52527,-12
-84890,-2
233167,0
-121745,6
-177097,2
-151071,11
-78791,-20
-299601,-1
-64235,-1
270162,5
134551,10
-183284,-7
-290324,3
-606,2
125497,11
9167,2
100761,-10
183565,19
-205336,10
-213685,19
141990,-12
-232924,-2
-150527,0
309716,14
-102126,-4
200183,-9
-33638,8
-313694,4
-127538,-11
274301,-18
304864,15
-55503,-20
154536,-15
233714,-16
73414,16
-302051,12
-294888,-12
125283,6
263762,-7
-222469,3
-308917,1
148646,-2
-276523,3
154967,5
232665,13
203479,18
101117,-20
-299588,9
63945,-8
238264,-19
-103935,9
-325573,19
7323,-3
199029,14
175903,1
-283321,6
-324570,-12
263109,11
-34379,14
-167984,14
-22829,9
-312535,12
162024,12
170178,7
-272701,6
188733,16
223839,-17
238051,-3
101948,-12
4709,-14
-179899,14
323157,-20
168004,13
18569,-19
-152694,-13
-224984,-14
117640,-10
-26282,3
-297376,-5
-95137,-1
84665,14
-59641,13
104852,17
282300,17
-281491,6
304112,2
98515,-5
151812,-11
-38650,8
221561,3
-58093,-8
96389,-11
-277174,3
136183,9
-140935,9
-246506,17
-48568,-7
-327593,-5
-117555,8
89144,10
53995,-18
124335,16
127847,-1
-255103,-9
8515,10
70582,6
-29245,-7
-28213,12
260924,-12
-324124,1
315496,-1
-295826,-19
-252214,5
12794,16
86969,-6
70743,6
-134647,-4
-307367,-14
-323580,-6
-19452,15
117731,-9
-157701,-7
73394,5
-196584,1
-55617,-6
228668,-16
41572,6
-186533,6
-163175,3
17393,-4
-21831,-7
-191498,-9
74161,-5
247367,-3
300937,-10
-60103,15
-159022,-8
-180170,11
320357,8
-147603,-3
-96618,-9
-109248,5
285397,7
178165,2
122526,17
-276217,-9
316729,16
227832,-5
289991,2
-84351,-16
26722,13
123322,-13
-148068,9
-68928,1
327427,13
159484,9
-221512,-11
-121870,-3
-299078,-13
228953,-15
115232,4
-265533,-11
268075,-20
-117173,13
-301332,19
-80112,-19
214822,2
44592,19
-46274,-1
319979,12
12752,-16
-257996,19
128729,2
-162109,-9
-73401,-15
256326,19
154105,11
-214887,-2
-310273,-2
41514,-10
-191545,-4
-104440,-18
167387,-4
194785,15
-175821,15
-2201,-1
-295903,13
-235997,16
226914,11
269983,12
48515,12
225503,1
-231470,2
83508,4
170178,-18
-135502,8
-59776,8
65361,5
-248979,15
105010,-1
221620,2
-37112,-8
-25119,6
263509,-13
-308387,-14
-75390,9
-185953,-6
-170968,-2
-302088,17
131906,-6
-322208,-6
-250518,3
-207125,-4
-192916,-14
105177,1
187766,14
-212448,-7
-28063,13
143414,14
-237821,15
210227,-20
-267518,16
186633,19
275602,-4
-26196,3
10837,-3
133046,16
-209052,-6
128767,-6
96705,-9
-43748,-14
325781,3
-139639,-8
-307255,2
-15715,-4
31767,-16
71016,-5
19834,-1
200174,-8
42794,-4
15139,7
-239753,7
155600,7
-71594,-17
220267,-7
-182463,8
-290500,5
